Vendor,PEN,Attribute,Number,OID,Type,EnumeratedValues,CapabilityFamily,Status,Pack,Semantic,Direction,Functionality
Alcatel-Lucent-Service-Router,6527,Alc-Radius-Py,242,,octets,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Alc-Radius-Py; the dictionary supplies wire metadata, not a complete behavioral specification."
Alcatel-Lucent-Service-Router,6527,Alc-Force-DHCP-Relay,244,,string,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by Alc-Force-DHCP-Relay."
Alphion,8742,Alphion-User-Role,1,,string,,Authorization/policy,missing,,,,"Vendor role, privilege, service, group, or policy selection carried by Alphion-User-Role."
Alphion,8742,Alphion-User-Vlan,2,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Alphion-User-Vlan; the dictionary supplies wire metadata, not a complete behavioral specification."
Alphion,8742,Alphion-Priv-Admin-User,3,,integer,,NAS/device management,missing,,,,"Vendor NAS administration, command, interface, port, or device-management state carried by Alphion-Priv-Admin-User."
Alphion,8742,Alphion-Admin-Role,4,,string,,Authorization/policy,missing,,,,"Vendor role, privilege, service, group, or policy selection carried by Alphion-Admin-Role."
Alphion,8742,Alphion-Essid-Name,5,,string,,802.1X/enterprise Wi-Fi,missing,,,,"Vendor WLAN, AP, radio, SSID, or 802.1X context carried by Alphion-Essid-Name."
Alphion,8742,Alphion-Location-Id,6,,string,,Tenant/location,missing,,,,"Vendor tenant, realm, site, domain, or location context carried by Alphion-Location-Id."
Alphion,8742,Alphion-Port-Identifier,7,,string,,NAS/device management,missing,,,,"Vendor NAS administration, command, interface, port, or device-management state carried by Alphion-Port-Identifier."
Alphion,8742,Alphion-MMS-User-Template,8,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Alphion-MMS-User-Template; the dictionary supplies wire metadata, not a complete behavioral specification."
Alphion,8742,Alphion-Named-User-Vlan,9,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Alphion-Named-User-Vlan; the dictionary supplies wire metadata, not a complete behavioral specification."
Alphion,8742,Alphion-AP-Group,10,,string,,802.1X/enterprise Wi-Fi,missing,,,,"Vendor WLAN, AP, radio, SSID, or 802.1X context carried by Alphion-AP-Group."
Alphion,8742,Alphion-Framed-IPv6-Address,11,,string,,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by Alphion-Framed-IPv6-Address."
Alphion,8742,Alphion-Device-Type,12,,string,,NAS/device management,missing,,,,"Vendor NAS administration, command, interface, port, or device-management state carried by Alphion-Device-Type."
Alphion,8742,Alphion-No-DHCP-Fingerprint,14,,integer,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by Alphion-No-DHCP-Fingerprint."
Alphion,8742,Alphion-Mdps-Device-Udid,15,,string,,NAS/device management,missing,,,,"Vendor NAS administration, command, interface, port, or device-management state carried by Alphion-Mdps-Device-Udid."
Alphion,8742,Alphion-Mdps-Device-Imei,16,,string,,NAS/device management,missing,,,,"Vendor NAS administration, command, interface, port, or device-management state carried by Alphion-Mdps-Device-Imei."
Alphion,8742,Alphion-Mdps-Device-Iccid,17,,string,,NAS/device management,missing,,,,"Vendor NAS administration, command, interface, port, or device-management state carried by Alphion-Mdps-Device-Iccid."
Alphion,8742,Alphion-Mdps-Max-Devices,18,,integer,,NAS/device management,missing,,,,"Vendor NAS administration, command, interface, port, or device-management state carried by Alphion-Mdps-Max-Devices."
Alphion,8742,Alphion-Mdps-Device-Name,19,,string,,NAS/device management,missing,,,,"Vendor NAS administration, command, interface, port, or device-management state carried by Alphion-Mdps-Device-Name."
Alphion,8742,Alphion-Mdps-Device-Product,20,,string,,NAS/device management,missing,,,,"Vendor NAS administration, command, interface, port, or device-management state carried by Alphion-Mdps-Device-Product."
Alphion,8742,Alphion-Mdps-Device-Version,21,,string,,NAS/device management,missing,,,,"Vendor NAS administration, command, interface, port, or device-management state carried by Alphion-Mdps-Device-Version."
Alphion,8742,Alphion-Mdps-Device-Serial,22,,string,,NAS/device management,missing,,,,"Vendor NAS administration, command, interface, port, or device-management state carried by Alphion-Mdps-Device-Serial."
Alphion,8742,Alphion-CPPM-Role,23,,string,,Authorization/policy,missing,,,,"Vendor role, privilege, service, group, or policy selection carried by Alphion-CPPM-Role."
Alphion,8742,Alphion-AirGroup-User-Name,24,,string,,Authorization/policy,missing,,,,"Vendor role, privilege, service, group, or policy selection carried by Alphion-AirGroup-User-Name."
Alphion,8742,Alphion-AirGroup-Shared-User,25,,string,,Authorization/policy,missing,,,,"Vendor role, privilege, service, group, or policy selection carried by Alphion-AirGroup-Shared-User."
Alphion,8742,Alphion-AirGroup-Shared-Role,26,,string,,Authorization/policy,missing,,,,"Vendor role, privilege, service, group, or policy selection carried by Alphion-AirGroup-Shared-Role."
Alphion,8742,Alphion-AirGroup-Device-Type,27,,integer,3,Authorization/policy,missing,,,,"Vendor role, privilege, service, group, or policy selection carried by Alphion-AirGroup-Device-Type."
Alphion,8742,Alphion-Auth-Survivability,28,,string,,Authentication,missing,,,,"Vendor authentication, credential, or method state carried by Alphion-Auth-Survivability; exact acceptance semantics require the vendor specification."
Alphion,8742,Alphion-AS-User-Name,29,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Alphion-AS-User-Name; the dictionary supplies wire metadata, not a complete behavioral specification."
Alphion,8742,Alphion-AS-Credential-Hash,30,,string,,Authentication,missing,,,,"Vendor authentication, credential, or method state carried by Alphion-AS-Credential-Hash; exact acceptance semantics require the vendor specification."
Alphion,8742,Alphion-WorkSpace-App-Name,31,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Alphion-WorkSpace-App-Name; the dictionary supplies wire metadata, not a complete behavioral specification."
Alphion,8742,Alphion-Mdps-Provisioning-Settings,32,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Alphion-Mdps-Provisioning-Settings; the dictionary supplies wire metadata, not a complete behavioral specification."
Alphion,8742,Alphion-Mdps-Device-Profile,33,,string,,NAS/device management,missing,,,,"Vendor NAS administration, command, interface, port, or device-management state carried by Alphion-Mdps-Device-Profile."
Alphion,8742,Alphion-AP-IP-Address,34,,ipaddr,,802.1X/enterprise Wi-Fi,missing,,,,"Vendor WLAN, AP, radio, SSID, or 802.1X context carried by Alphion-AP-IP-Address."
Alphion,8742,Alphion-AirGroup-Shared-Group,35,,string,,Authorization/policy,missing,,,,"Vendor role, privilege, service, group, or policy selection carried by Alphion-AirGroup-Shared-Group."
Alphion,8742,Alphion-User-Group,36,,string,,Authorization/policy,missing,,,,"Vendor role, privilege, service, group, or policy selection carried by Alphion-User-Group."
Alphion,8742,Alphion-Network-SSO-Token,37,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Alphion-Network-SSO-Token; the dictionary supplies wire metadata, not a complete behavioral specification."
Alphion,8742,Alphion-AirGroup-Version,38,,integer,2,Authorization/policy,missing,,,,"Vendor role, privilege, service, group, or policy selection carried by Alphion-AirGroup-Version."
Alphion,8742,Alphion-Port-Bounce-Host,40,,integer,,Dynamic authorization,missing,,,,"Vendor CoA, reauthentication, or disconnect control carried by Alphion-Port-Bounce-Host."
Alphion,8742,Alphion-Calea-Server-Ip,41,,ipaddr,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Alphion-Calea-Server-Ip; the dictionary supplies wire metadata, not a complete behavioral specification."
Alphion,8742,Alphion-Admin-Path,42,,string,,NAS/device management,missing,,,,"Vendor NAS administration, command, interface, port, or device-management state carried by Alphion-Admin-Path."
Alphion,8742,Alphion-Captive-Portal-URL,43,,string,,Captive portal/hotspot/guest,missing,,,,"Vendor redirect, portal, hotspot, walled-garden, or guest lifecycle state carried by Alphion-Captive-Portal-URL."
Alphion,8742,Alphion-MPSK-Passphrase,44,,octets,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Alphion-MPSK-Passphrase; the dictionary supplies wire metadata, not a complete behavioral specification."
Alphion,8742,Alphion-ACL-Server-Query-Info,45,,string,,ACL/firewall policy,missing,,,,"Vendor ACL, filter, firewall, or downloadable-rule intent carried by Alphion-ACL-Server-Query-Info."
Alphion,8742,Alphion-Command-String,46,,string,,NAS/device management,missing,,,,"Vendor NAS administration, command, interface, port, or device-management state carried by Alphion-Command-String."
Alteon,1872,Alteon-Group-Mapping,1,,string,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by Alteon-Group-Mapping."
Alteon,1872,Alteon-VPN-Id,3,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by Alteon-VPN-Id."
Alteon,1872,Alteon-Client-IP-Address,4,,ipaddr,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by Alteon-Client-IP-Address."
Alteon,1872,Alteon-Client-Netmask,5,,ipaddr,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by Alteon-Client-Netmask."
Alteon,1872,Alteon-Primary-NBNS-Server,6,,ipaddr,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by Alteon-Primary-NBNS-Server."
Alteon,1872,Alteon-Secondary-NBNS-Server,7,,ipaddr,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by Alteon-Secondary-NBNS-Server."
Alteon,1872,Alteon-Primary-DNS-Server,8,,ipaddr,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by Alteon-Primary-DNS-Server."
Alteon,1872,Alteon-Secondary-DNS-Server,9,,ipaddr,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by Alteon-Secondary-DNS-Server."
Alteon,1872,Alteon-Domain-Name,10,,string,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by Alteon-Domain-Name."
Alteon,1872,Alteon-Service-Type,26,,integer,7,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by Alteon-Service-Type."
Alteon,1872,Alteon-Language,28,,integer,2,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by Alteon-Language."
Altiga,3076,Altiga-Access-Hours-G/U,1,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Altiga-Access-Hours-G/U; the dictionary supplies wire metadata, not a complete behavioral specification."
Altiga,3076,Altiga-Simultaneous-Logins-G/U,2,,integer,,Authentication,missing,,,,"Vendor authentication, credential, or method state carried by Altiga-Simultaneous-Logins-G/U; exact acceptance semantics require the vendor specification."
Altiga,3076,Altiga-Min-Password-Length-G,3,,integer,,Authentication,missing,,,,"Vendor authentication, credential, or method state carried by Altiga-Min-Password-Length-G; exact acceptance semantics require the vendor specification."
Altiga,3076,Altiga-Allow-Alpha-Only-Passwords-G,4,,integer,2,Authentication,missing,,,,"Vendor authentication, credential, or method state carried by Altiga-Allow-Alpha-Only-Passwords-G; exact acceptance semantics require the vendor specification."
Altiga,3076,Altiga-Primary-DNS-G,5,,ipaddr,,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by Altiga-Primary-DNS-G."
Altiga,3076,Altiga-Secondary-DNS-G,6,,ipaddr,,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by Altiga-Secondary-DNS-G."
Altiga,3076,Altiga-Primary-WINS-G,7,,ipaddr,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Altiga-Primary-WINS-G; the dictionary supplies wire metadata, not a complete behavioral specification."
Altiga,3076,Altiga-Secondary-WINS-G,8,,ipaddr,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Altiga-Secondary-WINS-G; the dictionary supplies wire metadata, not a complete behavioral specification."
Altiga,3076,Altiga-SEP-Card-Assignment-G/U,9,,integer,5,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Altiga-SEP-Card-Assignment-G/U; the dictionary supplies wire metadata, not a complete behavioral specification."
Altiga,3076,Altiga-Priority-on-SEP-G/U,10,,integer,5,Bandwidth/QoS,missing,,,,"Vendor rate, queue, priority, burst, policer, or QoS control carried by Altiga-Priority-on-SEP-G/U."
Altiga,3076,Altiga-Tunneling-Protocols-G/U,11,,integer,6,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Altiga-Tunneling-Protocols-G/U; the dictionary supplies wire metadata, not a complete behavioral specification."
Altiga,3076,Altiga-IPSec-Sec-Association-G/U,12,,string,,Security/VPN/posture,missing,,,,"Vendor security, VPN, certificate, crypto, or endpoint posture state carried by Altiga-IPSec-Sec-Association-G/U."
Altiga,3076,Altiga-IPSec-Authentication-G,13,,integer,6,Security/VPN/posture,missing,,,,"Vendor security, VPN, certificate, crypto, or endpoint posture state carried by Altiga-IPSec-Authentication-G."
Altiga,3076,Altiga-IPSec-Banner-G,15,,string,,Security/VPN/posture,missing,,,,"Vendor security, VPN, certificate, crypto, or endpoint posture state carried by Altiga-IPSec-Banner-G."
Altiga,3076,Altiga-IPSec-Allow-Passwd-Store-G/U,16,,integer,2,Security/VPN/posture,missing,,,,"Vendor security, VPN, certificate, crypto, or endpoint posture state carried by Altiga-IPSec-Allow-Passwd-Store-G/U."
Altiga,3076,Altiga-Use-Client-Address-G/U,17,,integer,2,NAS/device management,missing,,,,"Vendor NAS administration, command, interface, port, or device-management state carried by Altiga-Use-Client-Address-G/U."
Altiga,3076,Altiga-PPTP-Min-Authentication-G/U,18,,integer,8,Authentication,missing,,,,"Vendor authentication, credential, or method state carried by Altiga-PPTP-Min-Authentication-G/U; exact acceptance semantics require the vendor specification."
Altiga,3076,Altiga-L2TP-Min-Authentication-G/U,19,,integer,8,Authentication,missing,,,,"Vendor authentication, credential, or method state carried by Altiga-L2TP-Min-Authentication-G/U; exact acceptance semantics require the vendor specification."
Altiga,3076,Altiga-PPTP-Encryption-G,20,,integer,12,Security/VPN/posture,missing,,,,"Vendor security, VPN, certificate, crypto, or endpoint posture state carried by Altiga-PPTP-Encryption-G."
Altiga,3076,Altiga-L2TP-Encryption-G,21,,integer,12,Security/VPN/posture,missing,,,,"Vendor security, VPN, certificate, crypto, or endpoint posture state carried by Altiga-L2TP-Encryption-G."
Altiga,3076,Altiga-Argument-Authentication-Server-Type,22,,integer,6,Authentication,missing,,,,"Vendor authentication, credential, or method state carried by Altiga-Argument-Authentication-Server-Type; exact acceptance semantics require the vendor specification."
Altiga,3076,Altiga-IPSec-L2L-Keepalives-G,25,,integer,2,Security/VPN/posture,missing,,,,"Vendor security, VPN, certificate, crypto, or endpoint posture state carried by Altiga-IPSec-L2L-Keepalives-G."
Altiga,3076,Altiga-Argument-IPSec-Group-Name,26,,integer,,Security/VPN/posture,missing,,,,"Vendor security, VPN, certificate, crypto, or endpoint posture state carried by Altiga-Argument-IPSec-Group-Name."
Altiga,3076,Altiga-IPSec-Split-Tunnel-List-G,27,,string,,Security/VPN/posture,missing,,,,"Vendor security, VPN, certificate, crypto, or endpoint posture state carried by Altiga-IPSec-Split-Tunnel-List-G."
Altiga,3076,Altiga-IPSec-Default-Domain-G,28,,string,,Security/VPN/posture,missing,,,,"Vendor security, VPN, certificate, crypto, or endpoint posture state carried by Altiga-IPSec-Default-Domain-G."
Altiga,3076,Altiga-IPSec-Secondary-Domains-G,29,,string,,Security/VPN/posture,missing,,,,"Vendor security, VPN, certificate, crypto, or endpoint posture state carried by Altiga-IPSec-Secondary-Domains-G."
Altiga,3076,Altiga-IPSec-Tunnel-Type-G,30,,integer,2,Security/VPN/posture,missing,,,,"Vendor security, VPN, certificate, crypto, or endpoint posture state carried by Altiga-IPSec-Tunnel-Type-G."
Altiga,3076,Altiga-IPSec-Mode-Config-G,31,,integer,2,Security/VPN/posture,missing,,,,"Vendor security, VPN, certificate, crypto, or endpoint posture state carried by Altiga-IPSec-Mode-Config-G."
Altiga,3076,Altiga-Argument-Authentication-Server-Priority,32,,integer,,Bandwidth/QoS,missing,,,,"Vendor rate, queue, priority, burst, policer, or QoS control carried by Altiga-Argument-Authentication-Server-Priority."
Altiga,3076,Altiga-IPSec-User-Group-Lock-G,33,,integer,2,Security/VPN/posture,missing,,,,"Vendor security, VPN, certificate, crypto, or endpoint posture state carried by Altiga-IPSec-User-Group-Lock-G."
Altiga,3076,Altiga-IPSec-Over-NAT-G,34,,integer,2,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by Altiga-IPSec-Over-NAT-G."
Altiga,3076,Altiga-IPSec-Over-NAT-Port-Num-G,35,,integer,,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by Altiga-IPSec-Over-NAT-Port-Num-G."
Altiga,3076,Altiga-Partitioning-Primary-DHCP,128,,ipaddr,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by Altiga-Partitioning-Primary-DHCP."
